name,slug,value,date_of_information,ranking,region
"Greenland","greenland","61,656","","203","North America"
"Faroe Islands","faroe-islands","59,771","","204","Europe"
"Kiribati","kiribati","54,658","","205","Australia - Oceania"
"Liechtenstein","liechtenstein","47,748","","206","Europe"
"Gibraltar","gibraltar","40,537","","207","Europe"
"San Marino","san-marino","38,750","","208","Europe"
"Monaco","monaco","33,783","","209","Europe"
"Anguilla","anguilla","32,332","","210","Central America"
"Palau","palau","29,033","","211","Australia - Oceania"
"Micronesia, Federated States of","micronesia-federated-states-of","21,374","","212","Australia - Oceania"
"Marshall Islands","marshall-islands","21,169","","213","Australia - Oceania"
"Nauru","nauru","9,212","","214","Australia - Oceania"
"Tuvalu","tuvalu","7,911","","215","Australia - Oceania"
"Cook Islands","cook-islands","7,308","","216","Australia - Oceania"
"Montserrat","montserrat","5,377","","217","Central America"
"Saint Helena, Ascension, and Tristan da Cunha","saint-helena-ascension-and-tristan-da-cunha","5,228","","218","Africa"
"Falkland Islands (Islas Malvinas)","falkland-islands-islas-malvinas","4,674"," est.","219","South America"
