name,slug,value,date_of_information,ranking,region
"Guinea-Bissau","guinea-bissau","$1,989","2019 est.","214","Africa"
"Sierra Leone","sierra-leone","$1,718","2019 est.","215","Africa"
"Korea, North","korea-north","$1,700","2015 est.","216","East Asia/Southeast Asia"
"Madagascar","madagascar","$1,647","2019 est.","217","Africa"
"Eritrea","eritrea","$1,600","2017 est.","218","Africa"
"South Sudan","south-sudan","$1,600","2017 est.","219","Africa"
"Togo","togo","$1,597","2019 est.","220","Africa"
"Chad","chad","$1,580","2019 est.","221","Africa"
"Liberia","liberia","$1,428","2019 est.","222","Africa"
"Mozambique","mozambique","$1,281","2019 est.","223","Africa"
"Niger","niger","$1,225","2019 est.","224","Africa"
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","$1,098","2019 est.","225","Africa"
"Malawi","malawi","$1,060","2019 est.","226","Africa"
"Central African Republic","central-african-republic","$945","2019 est.","227","Africa"
"Burundi","burundi","$752","2019 est.","228","Africa"
