name,slug,value,date_of_information,ranking,region
"Solomon Islands","solomon-islands","0","2015 est.","195","Australia - Oceania"
"Somalia","somalia","0","2015 est.","196","Africa"
"South Africa","south-africa","0","2015 est.","197","Africa"
"Spain","spain","0","2017 est.","198","Europe"
"Sri Lanka","sri-lanka","0","2015 est.","199","South Asia"
"Suriname","suriname","0","2015 est.","200","South America"
"Switzerland","switzerland","0","2017 est.","201","Europe"
"Syria","syria","0","2015 est.","202","Middle East"
"Taiwan","taiwan","0","2015 est.","203","East Asia/Southeast Asia"
"Tajikistan","tajikistan","0","2015 est.","204","Central Asia"
"Tanzania","tanzania","0","2015 est.","205","Africa"
"Togo","togo","0","2015 est.","206","Africa"
"Tonga","tonga","0","2015 est.","207","Australia - Oceania"
"Turkey","turkey","0","2017 est.","208","Middle East"
"Turks and Caicos Islands","turks-and-caicos-islands","0","2015 est.","209","Central America"
"Tuvalu","tuvalu","0","2014 est.","210","Australia - Oceania"
"Uganda","uganda","0","2015 est.","211","Africa"
"Uruguay","uruguay","0","2015 est.","212","South America"
"Vanuatu","vanuatu","0","2015 est.","213","Australia - Oceania"
"Virgin Islands","virgin-islands","0","2015 est.","214","Central America"
"West Bank","west-bank","0","2015 est.","215","Middle East"
"Zambia","zambia","0","2015 est.","216","Africa"
"Zimbabwe","zimbabwe","0","2015 est.","217","Africa"
