name,slug,value,date_of_information,ranking,region
"Eritrea","eritrea","78,215","","183","Africa"
"Vanuatu","vanuatu","74,083","","184","Australia - Oceania"
"Antigua and Barbuda","antigua-and-barbuda","72,870","","185","Central America"
"Guinea-Bissau","guinea-bissau","72,047","","186","Africa"
"Bermuda","bermuda","70,016","","187","North America"
"Comoros","comoros","69,635","","188","Africa"
"Virgin Islands","virgin-islands","68,872","","189","Central America"
"Samoa","samoa","67,662","","190","Australia - Oceania"
"Grenada","grenada","66,281","","191","Central America"
"Sao Tome and Principe","sao-tome-and-principe","61,193","","192","Africa"
"Jersey","jersey","58,000"," est.","193","Europe"
"Seychelles","seychelles","55,616","","194","Africa"
"Guernsey","guernsey","55,050"," est.","195","Europe"
"Dominica","dominica","51,538","","196","Central America"
"Faroe Islands","faroe-islands","49,783","","197","Europe"
"Cayman Islands","cayman-islands","48,328","","198","Central America"
"Tonga","tonga","43,889","","199","Australia - Oceania"
"Saint Kitts and Nevis","saint-kitts-and-nevis","42,852","","200","Central America"
"Greenland","greenland","40,084","","201","North America"
"Liechtenstein","liechtenstein","37,815","","202","Europe"
"Micronesia, Federated States of","micronesia-federated-states-of","36,586","","203","Australia - Oceania"
"Monaco","monaco","29,821","","204","Europe"
"Marshall Islands","marshall-islands","29,290","","205","Australia - Oceania"
"Gibraltar","gibraltar","27,823","","206","Europe"
"British Virgin Islands","british-virgin-islands","27,818","","207","Central America"
"Saint Vincent and the Grenadines","saint-vincent-and-the-grenadines","22,803","","208","Central America"
"San Marino","san-marino","20,328","","209","Europe"
"American Samoa","american-samoa","17,000"," est.","210","Australia - Oceania"
"Northern Mariana Islands","northern-mariana-islands","16,000"," est.","211","Australia - Oceania"
"Kiribati","kiribati","15,946","","212","Australia - Oceania"
"Anguilla","anguilla","14,211","","213","Central America"
"Palau","palau","7,650"," est.","214","Australia - Oceania"
"Nauru","nauru","5,524","","215","Australia - Oceania"
"Tuvalu","tuvalu","5,498","","216","Australia - Oceania"
"Cook Islands","cook-islands","4,881","","217","Australia - Oceania"
"Saint Pierre and Miquelon","saint-pierre-and-miquelon","4,500"," est.","218","North America"
"Antarctica","antarctica","4,400"," est.","219","Antarctica"
"Wallis and Futuna","wallis-and-futuna","3,450"," est.","220","Australia - Oceania"
"Falkland Islands (Islas Malvinas)","falkland-islands-islas-malvinas","3,000"," est.","221","South America"
"Montserrat","montserrat","2,860"," est.","222","Central America"
"Saint Helena, Ascension, and Tristan da Cunha","saint-helena-ascension-and-tristan-da-cunha","1,800"," est.","223","Africa"
"Saint Martin","saint-martin","1,100"," est.","224","Central America"
"Niue","niue","1,090"," est.","225","Australia - Oceania"
"Tokelau","tokelau","805"," est.","226","Australia - Oceania"
"Christmas Island","christmas-island","790"," est.","227","Australia - Oceania"
"Norfolk Island","norfolk-island","765"," est.","228","Australia - Oceania"
"Pitcairn Islands","pitcairn-islands","54"," est.","229","Australia - Oceania"
