name,slug,value,date_of_information,ranking,region
"Mongolia","mongolia","24,190","2015 est.","109","East Asia/Southeast Asia"
"Burkina Faso","burkina-faso","23,580","2015 est.","110","Africa"
"Virgin Islands","virgin-islands","23,480","2015 est.","112","Central America"
"West Bank","west-bank","22,740","2015 est.","113","Middle East"
"Tajikistan","tajikistan","22,460","2015 est.","114","Central Asia"
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","21,140","2015 est.","115","Africa"
"Botswana","botswana","21,090","2015 est.","116","Africa"
"Venezuela","venezuela","20,640","2015 est.","117","South America"
"Bolivia","bolivia","20,620","2015 est.","118","South America"
"Mali","mali","20,610","2015 est.","119","Africa"
"Iceland","iceland","20,220","2017 est.","120","Europe"
"Nicaragua","nicaragua","20,120","2015 est.","121","Central America"
"Haiti","haiti","20,030","2015 est.","122","Central America"
"Bahamas, The","bahamas-the","19,150","2015 est.","123","Central America"
"New Caledonia","new-caledonia","19,100","2015 est.","124","Australia - Oceania"
"Madagascar","madagascar","18,880","2015 est.","125","Africa"
"Serbia","serbia","18,720","2015 est.","126","Europe"
"Svalbard","svalbard","18,600","2012 est.","127","Europe"
"Guinea","guinea","18,460","2015 est.","128","Africa"
"Bosnia and Herzegovina","bosnia-and-herzegovina","18,280","2015 est.","129","Europe"
"Moldova","moldova","18,160","2015 est.","130","Europe"
"Fiji","fiji","17,460","2015 est.","131","Australia - Oceania"
"Laos","laos","17,460","2015 est.","132","East Asia/Southeast Asia"
"Mauritania","mauritania","17,290","2015 est.","133","Africa"
"Papua New Guinea","papua-new-guinea","17,110","2015 est.","134","East Asia/Southeast Asia"
"Belarus","belarus","14,630","2015 est.","135","Europe"
"Bahrain","bahrain","14,530","2015 est.","136","Middle East"
"Macau","macau","14,180","2015 est.","137","East Asia/Southeast Asia"
"Cameroon","cameroon","14,090","2015 est.","138","Africa"
"Kosovo","kosovo","14,040","2015 est.","139","Europe"
"Guyana","guyana","13,720","2015 est.","140","South America"
"Guam","guam","13,500","2015 est.","141","Australia - Oceania"
"Togo","togo","13,100","2015 est.","142","Africa"
"Qatar","qatar","12,300","2015 est.","143","Middle East"
"Maldives","maldives","10,840","2015 est.","144","South Asia"
"Suriname","suriname","10,700","2015 est.","145","South America"
"Gabon","gabon","10,680","2015 est.","146","Africa"
"Barbados","barbados","10,630","2015 est.","147","Central America"
"Sint Maarten","sint-maarten","10,440","2015 est.","148","Central America"
"Zambia","zambia","10,150","2015 est.","149","Africa"
"Uruguay","uruguay","9,591","2015 est.","150","South America"
"Korea, North","korea-north","8,260","2015 est.","151","East Asia/Southeast Asia"
"Liberia","liberia","8,181","2015 est.","152","Africa"
"Aruba","aruba","7,891","2015 est.","153","Central America"
"Cote d'Ivoire","cote-divoire","7,405","2015 est.","154","Africa"
"Seychelles","seychelles","7,225","2015 est.","155","Africa"
"Congo, Republic of the","congo-republic-of-the","7,162","2015 est.","156","Africa"
"South Sudan","south-sudan","7,160","2015 est.","157","Africa"
"Armenia","armenia","7,145","2015 est.","158","Middle East"
"Brunei","brunei","6,948","2015 est.","159","East Asia/Southeast Asia"
"French Polynesia","french-polynesia","6,785","2015 est.","160","Australia - Oceania"
"Djibouti","djibouti","6,692","2015 est.","161","Africa"
"Rwanda","rwanda","6,628","2015 est.","162","Africa"
"Montenegro","montenegro","6,448","2015 est.","163","Europe"
"Sierra Leone","sierra-leone","6,439","2015 est.","164","Africa"
"Oman","oman","6,041","2015 est.","165","Middle East"
"Cabo Verde","cabo-verde","5,607","2015 est.","166","Africa"
"Somalia","somalia","5,590","2015 est.","167","Africa"
"Azerbaijan","azerbaijan","5,576","2015 est.","168","Middle East"
"Eswatini","eswatini","5,279","2015 est.","169","Africa"
"Lesotho","lesotho","5,118","2015 est.","170","Africa"
"Equatorial Guinea","equatorial-guinea","5,094","2015 est.","171","Africa"
"Antigua and Barbuda","antigua-and-barbuda","5,065","2015 est.","172","Central America"
"Malawi","malawi","4,769","2015 est.","173","Africa"
"Faroe Islands","faroe-islands","4,555","2015 est.","174","Europe"
"Cayman Islands","cayman-islands","4,285","2015 est.","175","Central America"
"Belize","belize","4,161","2015 est.","176","Central America"
"Greenland","greenland","3,973","2015 est.","177","North America"
"Bermuda","bermuda","3,939","2015 est.","178","North America"
"Eritrea","eritrea","3,897","2015 est.","179","Africa"
"Niger","niger","3,799","2015 est.","180","Africa"
"Gambia, The","gambia-the","3,738","2015 est.","181","Africa"
"Timor-Leste","timor-leste","3,481","2015 est.","182","East Asia/Southeast Asia"
"Bhutan","bhutan","3,120","2015 est.","183","South Asia"
"Saint Lucia","saint-lucia","3,113","2015 est.","184","Central America"
"Central African Republic","central-african-republic","2,799","2015 est.","185","Africa"
"Guinea-Bissau","guinea-bissau","2,625","2015 est.","186","Africa"
"Samoa","samoa","2,363","2015 est.","187","Australia - Oceania"
"American Samoa","american-samoa","2,346","2015 est.","188","Australia - Oceania"
"Chad","chad","2,285","2015 est.","189","Africa"
"Marshall Islands","marshall-islands","2,060","2015 est.","190","Australia - Oceania"
"Grenada","grenada","1,886","2015 est.","191","Central America"
"Saint Kitts and Nevis","saint-kitts-and-nevis","1,743","2015 est.","192","Central America"
"Saint Vincent and the Grenadines","saint-vincent-and-the-grenadines","1,621","2015 est.","193","Central America"
"Solomon Islands","solomon-islands","1,577","2015 est.","194","Australia - Oceania"
"Burundi","burundi","1,374","2015 est.","195","Africa"
"Turks and Caicos Islands","turks-and-caicos-islands","1,369","2015 est.","196","Central America"
"Comoros","comoros","1,241","2015 est.","197","Africa"
"Dominica","dominica","1,237","2015 est.","198","Central America"
"British Virgin Islands","british-virgin-islands","1,227","2015 est.","199","Central America"
"Vanuatu","vanuatu","1,073","2015 est.","200","Australia - Oceania"
"Sao Tome and Principe","sao-tome-and-principe","1,027","2015 est.","201","Africa"
"Tonga","tonga","910","2015 est.","202","Australia - Oceania"
"Saint Pierre and Miquelon","saint-pierre-and-miquelon","650","2015 est.","203","North America"
"Cook Islands","cook-islands","611","2015 est.","204","Australia - Oceania"
"Nauru","nauru","449","2015 est.","205","Australia - Oceania"
"Kiribati","kiribati","420","2015 est.","206","Australia - Oceania"
"Montserrat","montserrat","406","2015 est.","207","Central America"
"Falkland Islands (Islas Malvinas)","falkland-islands-islas-malvinas","286","2015 est.","208","South America"
"Saint Helena, Ascension, and Tristan da Cunha","saint-helena-ascension-and-tristan-da-cunha","65","2015 est.","209","Africa"
"Niue","niue","54","2015 est.","210","Australia - Oceania"
"Kuwait","kuwait","0","2015 est.","211","Middle East"
"Trinidad and Tobago","trinidad-and-tobago","0","2015 est.","212","Central America"
"Turkmenistan","turkmenistan","0","2015 est.","213","Central Asia"
"Uzbekistan","uzbekistan","0","2015 est.","214","Central Asia"
