name,slug,value,date_of_information,ranking,region
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","1.60","2017 est.","140","Africa"
"Thailand","thailand","1.60","2017 est.","141","East Asia/Southeast Asia"
"Brunei","brunei","1.50","2017 est.","142","East Asia/Southeast Asia"
"Norway","norway","1.50","2017 est.","143","Europe"
"Australia","australia","1.40","2017 est.","144","Australia - Oceania"
"Japan","japan","1.40","2017 est.","145","East Asia/Southeast Asia"
"Jordan","jordan","1.40","2017 est.","146","Middle East"
"Costa Rica","costa-rica","1.30","2017 est.","147","Central America"
"Croatia","croatia","1.20","2017 est.","148","Europe"
"Kosovo","kosovo","1.20","2016 est.","149","Europe"
"Malawi","malawi","1.20","2017 est.","150","Africa"
"South Africa","south-africa","1.20","2017 est.","151","Africa"
"British Virgin Islands","british-virgin-islands","1.10","2017 est.","152","Central America"
"Kiribati","kiribati","1.10","2012 est.","153","Australia - Oceania"
"Comoros","comoros","1.00","2017 est.","154","Africa"
"Cook Islands","cook-islands","1.00","2002","155","Australia - Oceania"
"Korea, North","korea-north","1.00","2017 est.","156","East Asia/Southeast Asia"
"Mauritania","mauritania","1.00","2017 est.","157","Africa"
"Suriname","suriname","1.00","2017 est.","158","South America"
"Tajikistan","tajikistan","1.00","2017 est.","159","Central Asia"
"Turkmenistan","turkmenistan","1.00","2017 est.","160","Central Asia"
"Haiti","haiti","0.90","2017 est.","161","Central America"
"Jamaica","jamaica","0.90","2017 est.","162","Central America"
"Iraq","iraq","0.70","2017 est.","163","Middle East"
"Algeria","algeria","0.60","2017 est.","164","Africa"
"Bahrain","bahrain","0.60","2017 est.","165","Middle East"
"Tunisia","tunisia","0.50","2017 est.","166","Africa"
"Zimbabwe","zimbabwe","0.30","2017 est.","167","Africa"
"Belgium","belgium","0.20","2017 est.","168","Europe"
"Brazil","brazil","0.00","2017 est.","169","South America"
"Chile","chile","-0.40","2017 est.","170","South America"
"Namibia","namibia","-0.40","2017 est.","171","Africa"
"Belize","belize","-0.60","2017 est.","172","Central America"
"Ecuador","ecuador","-0.60","2017 est.","173","South America"
"Mexico","mexico","-0.60","2017 est.","174","North America"
"Gambia, The","gambia-the","-0.80","2017 est.","175","Africa"
"Mongolia","mongolia","-1.00","2017 est.","176","East Asia/Southeast Asia"
"Russia","russia","-1.00","2017 est.","177","Central Asia"
"San Marino","san-marino","-1.10","2012 est.","178","Europe"
"Cuba","cuba","-1.20","2017 est.","179","Central America"
"Samoa","samoa","-1.80","2017 est.","180","Australia - Oceania"
"Afghanistan","afghanistan","-1.90","2016 est.","181","South Asia"
"Burundi","burundi","-2.00","2017 est.","182","Africa"
"Venezuela","venezuela","-2.00","2017 est.","183","South America"
"Puerto Rico","puerto-rico","-2.10","2017 est.","184","Central America"
"Colombia","colombia","-2.20","2017 est.","185","South America"
"Saudi Arabia","saudi-arabia","-2.40","2017 est.","186","Middle East"
"Congo, Republic of the","congo-republic-of-the","-3.00","2017 est.","187","Africa"
"Oman","oman","-3.00","2017 est.","188","Middle East"
"Malta","malta","-3.30","2016 est.","189","Europe"
"Uruguay","uruguay","-3.60","2017 est.","190","South America"
"Azerbaijan","azerbaijan","-3.80","2017 est.","191","Middle East"
"Chad","chad","-4.00","2017 est.","192","Africa"
"Botswana","botswana","-4.20","2017 est.","193","Africa"
"Montenegro","montenegro","-4.20","2017 est.","194","Europe"
"Trinidad and Tobago","trinidad-and-tobago","-4.30","2017 est.","195","Central America"
"Guyana","guyana","-5.00","2017 est.","196","South America"
"Equatorial Guinea","equatorial-guinea","-6.90","2017 est.","197","Africa"
"Dominica","dominica","-13.00","2017 est.","199","Central America"
"Montserrat","montserrat","-21.00","2017 est.","200","Central America"
"Lebanon","lebanon","-21.10","2017 est.","201","Middle East"
"Tuvalu","tuvalu","-26.10","2012 est.","202","Australia - Oceania"
