name,slug,value,date_of_information,ranking,region
"Paraguay","paraguay","3.40","2016","120","South America"
"Tanzania","tanzania","3.40","2014","121","Africa"
"Cote d'Ivoire","cote-divoire","3.30","2018","122","Africa"
"Saint Lucia","saint-lucia","3.30","2018","123","Central America"
"Andorra","andorra","3.20","2019","124","Europe"
"Grenada","grenada","3.20","2017","125","Central America"
"Guatemala","guatemala","3.20","2019","126","Central America"
"Japan","japan","3.20","2017","127","East Asia/Southeast Asia"
"Panama","panama","3.20","2011","128","Central America"
"Cameroon","cameroon","3.10","2018","129","Africa"
"Jordan","jordan","3.10","2019","130","Middle East"
"Namibia","namibia","3.10","2014","131","Africa"
"Romania","romania","3.10","2017","132","Europe"
"Rwanda","rwanda","3.10","2018","133","Africa"
"Turkmenistan","turkmenistan","3.10","2012","134","Central Asia"
"Benin","benin","2.90","2018","135","Africa"
"Laos","laos","2.90","2014","136","East Asia/Southeast Asia"
"Pakistan","pakistan","2.90","2017","137","South Asia"
"Singapore","singapore","2.90","2013","138","East Asia/Southeast Asia"
"Turks and Caicos Islands","turks-and-caicos-islands","2.90","2018","139","Central America"
"Haiti","haiti","2.80","2018","140","Central America"
"Madagascar","madagascar","2.80","2018","141","Africa"
"Armenia","armenia","2.70","2017","142","Middle East"
"Gabon","gabon","2.70","2014","143","Africa"
"Macau","macau","2.70","2018","144","East Asia/Southeast Asia"
"Qatar","qatar","2.70","2019","145","Middle East"
"Kazakhstan","kazakhstan","2.60","2018","146","Central Asia"
"Liberia","liberia","2.60","2018","147","Africa"
"Liechtenstein","liechtenstein","2.60","2011","148","Europe"
"Saint Kitts and Nevis","saint-kitts-and-nevis","2.60","2015","149","Central America"
"Azerbaijan","azerbaijan","2.50","2018","150","Middle East"
"British Virgin Islands","british-virgin-islands","2.50","2018","151","Central America"
"Chad","chad","2.50","2017","152","Africa"
"Comoros","comoros","2.50","2015","153","Africa"
"Lebanon","lebanon","2.50","2013","154","Middle East"
"Gambia, The","gambia-the","2.40","2018","155","Africa"
"Bahrain","bahrain","2.30","2017","156","Middle East"
"Guinea","guinea","2.30","2018","157","Africa"
"Cambodia","cambodia","2.20","2018","158","East Asia/Southeast Asia"
"Guinea-Bissau","guinea-bissau","2.10","2013","159","Africa"
"Sri Lanka","sri-lanka","2.10","2018","160","South Asia"
"Uganda","uganda","2.10","2018","161","Africa"
"Burma","burma","1.90","2019","162","East Asia/Southeast Asia"
"Mauritania","mauritania","1.90","2019","163","Africa"
"Papua New Guinea","papua-new-guinea","1.90","2018","164","East Asia/Southeast Asia"
"Bermuda","bermuda","1.50","2017","165","North America"
"Congo, Democratic Republic of the","congo-democratic-republic-of-the","1.50","2017","166","Africa"
"Monaco","monaco","1.50","2017","167","Europe"
"South Sudan","south-sudan","1.50","2016","168","Africa"
"Bangladesh","bangladesh","1.30","2019","169","South Asia"
"Central African Republic","central-african-republic","1.20","2011","170","Africa"
